,Unnamed: 0,text,label,tidy_tweet,tidy_tweet_tokens,tokens_no_stop
80,108,Sorry #killerblondes but you are a long LONG way from refined. #mkr,none,sorry long long from refined,"['sorry|INTJ', 'long|ADV', 'long|ADV', 'from|ADP', 'refined|ADJ']","['sorry|INTJ', 'long|ADV', 'long|ADV', 'refined|ADJ']"
81,109,Sorry #killerblondes but you are a long LONG way from refined. #mkr,sexism,sorry long long from refined,"['sorry|INTJ', 'long|ADV', 'long|ADV', 'from|ADP', 'refined|ADJ']","['sorry|INTJ', 'long|ADV', 'long|ADV', 'refined|ADJ']"
82,110,Sorry #killerblondes but you are a long LONG way from refined. #mkr,none,sorry long long from refined,"['sorry|INTJ', 'long|ADV', 'long|ADV', 'from|ADP', 'refined|ADJ']","['sorry|INTJ', 'long|ADV', 'long|ADV', 'refined|ADJ']"
83,111,"Will someone pls assist Colin in the washing of his hair. Sorry Colin, big fan but pls... Some shampoo mate! #mkr",none,will someone assist colin washing hair sorry colin some shampoo mate,"['will|VERB', 'assist|VERB', 'sorry|INTJ', 'colin|VERB', 'some|DET', 'shampoo|NOUN', 'mate|NOUN']","['assist|VERB', 'sorry|INTJ', 'colin|VERB', 'shampoo|NOUN', 'mate|NOUN']"
84,112,I think they're deconstraucted Pro . . . mowhores #MKR,sexism,think they deconstraucted mowhores,"['think|VERB', 'deconstraucte|VERB', 'mowhore|NOUN']","['think|VERB', 'deconstraucte|VERB', 'mowhore|NOUN']"
85,113,"You in the red dress . . . No, just no! ANd you in the pink si not much better. #MKR",sexism,dress just pink much better,"['dress|VERB', 'just|ADV', 'pink|VERB', 'much|ADV', 'well|ADJ']","['dress|VERB', 'pink|VERB', 'much|ADV', 'well|ADJ']"
86,115,"""How embarrassing"" is right . . . I would be embarrassed to be you two as well #MKR",none,embarrassing right would embarrassed well,"['embarrassing|ADJ', 'right|ADV', 'would|VERB', 'embarrassed|ADJ', 'well|ADV']","['embarrassing|ADJ', 'right|ADV', 'would|VERB', 'embarrassed|ADJ', 'well|ADV']"
87,116,@mykitchenrules The Sassy Foods feeling http://t.co/TtqS1N27OL #MKR2015 #MKR these girls are vile people #KillerBlondes #basichotdog #nobun,sexism,sassy foods feeling these girls vile people,"['food|VERB', 'feel|VERB', 'these|DET', 'girl|NOUN', 'vile|VERB', 'people|NOUN']","['food|VERB', 'feel|VERB', 'girl|NOUN', 'vile|VERB', 'people|NOUN']"
88,121,Trying to find something pretty about these blonde idiots.#MKR,sexism,trying find something pretty about these blonde idiots,"['try|VERB', 'find|VERB', 'pretty|ADJ', 'about|ADP', 'these|DET', 'blonde|ADJ', 'idiot|NOUN']","['try|VERB', 'find|VERB', 'pretty|ADJ', 'blonde|ADJ', 'idiot|NOUN']"
89,122,Trying to find something pretty about these blonde idiots.#MKR,none,trying find something pretty about these blonde idiots,"['try|VERB', 'find|VERB', 'pretty|ADJ', 'about|ADP', 'these|DET', 'blonde|ADJ', 'idiot|NOUN']","['try|VERB', 'find|VERB', 'pretty|ADJ', 'blonde|ADJ', 'idiot|NOUN']"
90,123,Trying to find something pretty about these blonde idiots.#MKR,sexism,trying find something pretty about these blonde idiots,"['try|VERB', 'find|VERB', 'pretty|ADJ', 'about|ADP', 'these|DET', 'blonde|ADJ', 'idiot|NOUN']","['try|VERB', 'find|VERB', 'pretty|ADJ', 'blonde|ADJ', 'idiot|NOUN']"
91,124,Trying to find something pretty about these blonde idiots.#MKR,none,trying find something pretty about these blonde idiots,"['try|VERB', 'find|VERB', 'pretty|ADJ', 'about|ADP', 'these|DET', 'blonde|ADJ', 'idiot|NOUN']","['try|VERB', 'find|VERB', 'pretty|ADJ', 'blonde|ADJ', 'idiot|NOUN']"
92,125,"In the words of former contestant @whatsnextjake , Katie and Nikki need to calm their farm. #MKR",sexism,words former contestant katie nikki need calm their farm,"['word|NOUN', 'former|ADJ', 'nee|VERB', 'calm|VERB', '-PRON-|DET', 'farm|NOUN']","['word|NOUN', 'former|ADJ', 'nee|VERB', 'calm|VERB', 'farm|NOUN']"
93,126,The menus look like they were made by a 5 year old little girl...in this case just the mental age of a 5 year old girl I guess #MKR,sexism,menus look like they were made year little girl this case just mental year girl guess,"['menu|NOUN', 'look|VERB', 'like|SCONJ', 'be|AUX', 'make|VERB', 'year|NOUN', 'little|ADJ', 'girl|NOUN', 'this|DET', 'case|NOUN', 'just|ADV', 'mental|ADJ', 'year|NOUN', 'girl|NOUN', 'guess|NOUN']","['menu|NOUN', 'look|VERB', 'like|SCONJ', 'make|VERB', 'year|NOUN', 'little|ADJ', 'girl|NOUN', 'case|NOUN', 'mental|ADJ', 'year|NOUN', 'girl|NOUN', 'guess|NOUN']"
94,127,Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #MKR,sexism,going smug going declared particularly smug mayor smugtown isle smuggy,"['go|VERB', 'smug|NOUN', 'going|NOUN', 'declare|VERB', 'particularly|ADV', 'smug|ADJ', 'mayor|NOUN']","['go|VERB', 'smug|NOUN', 'going|NOUN', 'declare|VERB', 'particularly|ADV', 'smug|ADJ', 'mayor|NOUN']"
95,128,There wasn't enough lemon in your lemon tart...other things there wasn't enough of...an actual tart #MKR,none,there wasn enough lemon your lemon tart other things there wasn enough actual tart,"['there|ADV', 'enough|ADJ', 'lemon|NOUN', '-PRON-|DET', 'lemon|NOUN', 'tart|ADJ', 'other|ADJ', 'thing|NOUN', 'there|ADV', 'wasn|VERB', 'enough|ADJ', 'actual|ADJ', 'tart|NOUN']","['enough|ADJ', 'lemon|NOUN', 'lemon|NOUN', 'tart|ADJ', 'thing|NOUN', 'enough|ADJ', 'actual|ADJ', 'tart|NOUN']"
96,129,Here is my deconstructed Vanilla Cake...some assembly required #MKR http://t.co/Ah1suwvPJo,none,here deconstructed vanilla cake some assembly required,"['here|ADV', 'deconstruct|VERB', 'vanilla|NOUN', 'cake|NOUN', 'some|DET', 'assembly|NOUN', 'require|VERB']","['deconstruct|VERB', 'vanilla|NOUN', 'cake|NOUN', 'assembly|NOUN', 'require|VERB']"
97,130,Another bloody instant restaurant week?!?! Seriously! They just jumped the shark riding two other sharks powered by shark power #MKR,none,another bloody instant restaurant week seriously they just jumped shark riding other sharks powered shark power,"['another|DET', 'bloody|ADJ', 'instant|ADJ', 'restaurant|NOUN', 'week|NOUN', 'seriously|ADV', 'just|ADV', 'jump|VERB', 'shark|NOUN', 'ride|VERB', 'other|ADJ', 'shark|NOUN', 'power|VERB', 'power|NOUN']","['another|DET', 'bloody|ADJ', 'instant|ADJ', 'restaurant|NOUN', 'week|NOUN', 'seriously|ADV', 'jump|VERB', 'shark|NOUN', 'ride|VERB', 'shark|NOUN', 'power|VERB', 'power|NOUN']"
98,131,Oh goody another surprise twist announcement....said no one ever in the history of watching a reality TV show ever #MKR,none,goody another surprise twist announcement said ever history watching reality show ever,"['goody|NOUN', 'another|DET', 'surprise|ADJ', 'twist|NOUN', 'announcement|NOUN', 'say|VERB', 'ever|ADV', 'history|NOUN', 'watch|VERB', 'reality|NOUN', 'show|NOUN', 'ever|ADV']","['goody|NOUN', 'another|DET', 'surprise|ADJ', 'twist|NOUN', 'announcement|NOUN', 'say|VERB', 'ever|ADV', 'history|NOUN', 'watch|VERB', 'reality|NOUN', 'show|NOUN', 'ever|ADV']"
99,132,And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR,none,keep doing instant restaurant rounds until these people learn bloody cook,"['keep|VERB', 'do|VERB', 'instant|ADJ', 'restaurant|NOUN', 'round|NOUN', 'until|ADP', 'these|DET', 'people|NOUN', 'learn|VERB', 'bloody|ADJ', 'cook|NOUN']","['keep|VERB', 'instant|ADJ', 'restaurant|NOUN', 'round|NOUN', 'people|NOUN', 'learn|VERB', 'bloody|ADJ', 'cook|NOUN']"
100,133,"No girls....you really, really can't win this competition #MKR",none,girls really really this competition,"['girl|NOUN', 'really|ADV', 'really|ADV', 'this|DET', 'competition|NOUN']","['girl|NOUN', 'really|ADV', 'really|ADV', 'competition|NOUN']"
101,134,To be fair opening a packet of chips confuses Colin so that isn't much of an achievement really #MKR,none,fair opening packet chips confuses colin that much achievement really,"['fair|ADJ', 'opening|NOUN', 'packet|NOUN', 'chip|NOUN', 'confuse|NOUN', 'that|DET', 'much|ADJ', 'achievement|NOUN', 'really|ADV']","['fair|ADJ', 'opening|NOUN', 'packet|NOUN', 'chip|NOUN', 'confuse|NOUN', 'much|ADJ', 'achievement|NOUN', 'really|ADV']"
102,135,Yes the dish is refined...nothing says refined like being too lazy to put a fucking tart together #MKR,none,dish refined nothing says refined like being lazy fucking tart together,"['refine|VERB', 'say|VERB', 'refined|ADJ', 'like|SCONJ', 'be|AUX', 'lazy|ADJ', 'fucking|INTJ', 'together|ADV']","['refine|VERB', 'say|VERB', 'refined|ADJ', 'like|SCONJ', 'lazy|ADJ', 'fucking|INTJ', 'together|ADV']"
103,136,"Apparently walking a catwalk involves putting one foot in front of the other...you know, like walking #MKR",none,apparently walking catwalk involves putting foot front other know like walking,"['apparently|ADV', 'walk|VERB', 'catwalk|ADJ', 'involve|VERB', 'put|VERB', 'foot|NOUN', 'front|NOUN', 'other|ADJ', 'know|VERB', 'like|INTJ', 'walk|VERB']","['apparently|ADV', 'walk|VERB', 'catwalk|ADJ', 'involve|VERB', 'put|VERB', 'foot|NOUN', 'front|NOUN', 'know|VERB', 'like|INTJ', 'walk|VERB']"
104,137,To deconstruct it...they're going to deconstruct it...what do you think they are going to do strap it to a kite and fly it? #MKR,none,deconstruct they going deconstruct what think they going strap kite,"['deconstruct|VERB', 'go|VERB', 'deconstruct|NOUN', 'think|VERB', 'go|VERB', 'strap|NOUN', 'kite|NOUN']","['deconstruct|VERB', 'go|VERB', 'deconstruct|NOUN', 'think|VERB', 'go|VERB', 'strap|NOUN', 'kite|NOUN']"
105,139,Evil triumphed over a slightly lesser evil.....I guess that is some sort of moral of some description #MKR,none,evil triumphed over slightly lesser evil guess that some sort moral some description,"['evil|NOUN', 'triumph|VERB', 'over|ADP', 'slightly|ADV', 'less|ADJ', 'evil|NOUN', 'guess|VERB', 'that|SCONJ', 'some|DET', 'sort|ADV', 'moral|ADJ', 'some|DET', 'description|NOUN']","['evil|NOUN', 'triumph|VERB', 'slightly|ADV', 'less|ADJ', 'evil|NOUN', 'guess|VERB', 'sort|ADV', 'moral|ADJ', 'description|NOUN']"
106,140,"I dislike Kat more than the blondes who are going to tell us they're hot another 50,000 times #MKR #notaustraliasnexttopmodel",sexism,dislike more than blondes going tell they another times,"['dislike|INTJ', 'more|ADV', 'than|SCONJ', 'blonde|NOUN', 'go|VERB', 'tell|VERB', 'another|DET', 'time|NOUN']","['dislike|INTJ', 'blonde|NOUN', 'go|VERB', 'tell|VERB', 'another|DET', 'time|NOUN']"
107,141,Someone really needs to get the sniffer dogs onto Kat #offherlips #MKR,sexism,someone really needs sniffer dogs onto,"['really|ADV', 'need|VERB', 'sniffer|ADJ', 'dog|NOUN', 'onto|ADP']","['really|ADV', 'need|VERB', 'sniffer|ADJ', 'dog|NOUN', 'onto|ADP']"
108,142,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,sexism,dumb blondes perhaps just delusions adequacy,"['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'just|ADV', 'delusion|NOUN', 'adequacy|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'delusion|NOUN', 'adequacy|NOUN']"
109,143,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,none,dumb blondes perhaps just delusions adequacy,"['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'just|ADV', 'delusion|NOUN', 'adequacy|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'delusion|NOUN', 'adequacy|NOUN']"
110,144,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,sexism,dumb blondes perhaps just delusions adequacy,"['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'just|ADV', 'delusion|NOUN', 'adequacy|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'delusion|NOUN', 'adequacy|NOUN']"
111,145,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,none,dumb blondes perhaps just delusions adequacy,"['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'just|ADV', 'delusion|NOUN', 'adequacy|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'perhaps|ADV', 'delusion|NOUN', 'adequacy|NOUN']"
112,146,"Who would have thought, gracious winners (not) #MKR",none,would have thought gracious winners,"['would|VERB', 'have|AUX', 'think|VERB', 'gracious|ADJ', 'winner|NOUN']","['would|VERB', 'think|VERB', 'gracious|ADJ', 'winner|NOUN']"
113,147,So many no names lined up I thought it was 'I'm a celebrity get me out of here 2'  #MKR,none,many names lined thought celebrity here,"['many|ADJ', 'name|NOUN', 'line|VERB', 'thought|NOUN', 'celebrity|NOUN', 'here|ADV']","['many|ADJ', 'name|NOUN', 'line|VERB', 'thought|NOUN', 'celebrity|NOUN']"
114,148,She really looks like the Kat that swallowed the canary #mkr #noneedtogloat,none,really looks like that swallowed canary,"['really|ADV', 'look|VERB', 'like|SCONJ', 'that|DET', 'swallow|VERB', 'canary|NOUN']","['really|ADV', 'look|VERB', 'like|SCONJ', 'swallow|VERB', 'canary|NOUN']"
115,151,Were butchers but can't tell red poultry is not cooked..  #salmonellaqueens #MKR,sexism,were butchers tell poultry cooked,"['be|AUX', 'butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']","['butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']"
116,152,Were butchers but can't tell red poultry is not cooked..  #salmonellaqueens #MKR,none,were butchers tell poultry cooked,"['be|AUX', 'butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']","['butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']"
117,153,Were butchers but can't tell red poultry is not cooked..  #salmonellaqueens #MKR,sexism,were butchers tell poultry cooked,"['be|AUX', 'butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']","['butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']"
118,154,Were butchers but can't tell red poultry is not cooked..  #salmonellaqueens #MKR,none,were butchers tell poultry cooked,"['be|AUX', 'butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']","['butcher|NOUN', 'tell|VERB', 'poultry|NOUN', 'cook|VERB']"
119,155,Dumb blondes with pretty faces? You're definitely right on one of those statements... Guess which one...  #MKR,sexism,dumb blondes with pretty faces definitely right those statements guess which,"['dumb|ADJ', 'blonde|NOUN', 'with|ADP', 'pretty|ADJ', 'face|NOUN', 'definitely|ADV', 'right|VERB', 'those|DET', 'statement|NOUN', 'guess|VERB', 'which|DET']","['dumb|ADJ', 'blonde|NOUN', 'pretty|ADJ', 'face|NOUN', 'definitely|ADV', 'right|VERB', 'statement|NOUN', 'guess|VERB']"
120,156,Oh look get the vacuum there's crumbs on that plate that need sucking up... Hey promo girls that's part of your job description.. #MKR,sexism,look vacuum there crumbs that plate that need sucking promo girls that part your description,"['look|VERB', 'vacuum|NOUN', 'there|ADV', 'crumb|VERB', 'that|SCONJ', 'plate|NOUN', 'that|DET', 'need|VERB', 'suck|VERB', 'promo|NOUN', 'girl|NOUN', 'that|DET', 'part|VERB', '-PRON-|DET', 'description|NOUN']","['look|VERB', 'vacuum|NOUN', 'crumb|VERB', 'plate|NOUN', 'need|VERB', 'suck|VERB', 'promo|NOUN', 'girl|NOUN', 'part|VERB', 'description|NOUN']"
121,157,Look mum.. Left right left right.. I'm a model.. No sweetie you're a promo girl... Here's your bikini go sell some shots! #MKR,sexism,look left right left right model sweetie promo girl here your bikini sell some shots,"['look|VERB', 'left|ADJ', 'right|ADV', 'leave|VERB', 'right|ADJ', 'model|NOUN', 'sweetie|NOUN', 'promo|NOUN', 'girl|NOUN', 'here|ADV', '-PRON-|DET', 'bikini|NOUN', 'sell|VERB', 'some|DET', 'shot|NOUN']","['look|VERB', 'left|ADJ', 'right|ADV', 'leave|VERB', 'right|ADJ', 'model|NOUN', 'sweetie|NOUN', 'promo|NOUN', 'girl|NOUN', 'bikini|NOUN', 'sell|VERB', 'shot|NOUN']"
122,158,Colin likes moist thighs.. Preferably of the promo type... #MKR,sexism,colin likes moist thighs preferably promo type,"['thigh|NOUN', 'preferably|ADV', 'promo|NOUN', 'type|NOUN']","['thigh|NOUN', 'preferably|ADV', 'promo|NOUN', 'type|NOUN']"
123,159,Still moist and juicy... Let's take a selfie.. #MKR,sexism,still moist juicy take selfie,"['still|ADV', 'moist|VERB', 'take|VERB', 'selfie|NOUN']","['still|ADV', 'moist|VERB', 'take|VERB', 'selfie|NOUN']"
124,160,I'm sure that sausage on the hotpot looks more like a turd.. #MKR,none,sure that sausage hotpot looks more like turd,"['sure|ADV', 'that|SCONJ', 'sausage|NOUN', 'hotpot|NOUN', 'look|VERB', 'more|ADV', 'like|SCONJ']","['sure|ADV', 'sausage|NOUN', 'hotpot|NOUN', 'look|VERB', 'like|SCONJ']"
125,161,"#MKR2016 returns in 2020 once the all the couples, intruders, gate crashers and second-chancers are eliminated @mykitchenrules #MKR #MKR2015",none,returns once couples intruders gate crashers second chancers eliminated,"['return|NOUN', 'once|ADV', 'couple|NOUN', 'intruder|VERB', 'gate|VERB', 'crasher|VERB', 'second|ADJ', 'chancer|NOUN', 'eliminate|VERB']","['return|NOUN', 'couple|NOUN', 'intruder|VERB', 'gate|VERB', 'crasher|VERB', 'second|ADJ', 'chancer|NOUN', 'eliminate|VERB']"
126,162,Deconstructed a Lemon Curd or was it turd.... #MKR,none,deconstructed lemon curd turd,"['deconstruct|VERB', 'lemon|NOUN', 'curd|NOUN']","['deconstruct|VERB', 'lemon|NOUN', 'curd|NOUN']"
127,163,Hey @Channel7 @mykitchenrules is dying a slow death.. Even @ImACelebrityAU looks a better alternative! #MKR,none,dying slow death even looks better alternative,"['die|VERB', 'slow|ADJ', 'death|NOUN', 'even|ADV', 'look|VERB', 'well|ADJ', 'alternative|NOUN']","['die|VERB', 'slow|ADJ', 'death|NOUN', 'even|ADV', 'look|VERB', 'well|ADJ', 'alternative|NOUN']"
128,164,Can someone deconstruct Drasko please? Perhaps another serve of Croatian sausage might gag him..  #MKR,none,someone deconstruct drasko please perhaps another serve croatian sausage might,"['deconstruct|NOUN', 'please|INTJ', 'perhaps|ADV', 'another|DET', 'serve|VERB', 'croatian|ADJ', 'sausage|NOUN', 'may|VERB']","['deconstruct|NOUN', 'please|INTJ', 'perhaps|ADV', 'another|DET', 'serve|VERB', 'croatian|ADJ', 'sausage|NOUN', 'may|VERB']"
129,165,Will @Channel7 be offering us a pension... Seems that this season of #MKR2015 is never going to finish.. #MKR,none,will offering pension seems that this season never going finish,"['will|VERB', 'offer|VERB', 'pension|NOUN', 'seem|VERB', 'that|SCONJ', 'this|DET', 'season|NOUN', 'never|ADV', 'go|VERB', 'finish|NOUN']","['offer|VERB', 'pension|NOUN', 'seem|VERB', 'season|NOUN', 'never|ADV', 'go|VERB', 'finish|NOUN']"
130,166,@Channel7 how's Colin and these rounds working for you.. Pretty crap I'd say from the tweets.. #needarethinkinformat #MKR,none,colin these rounds working pretty crap from tweets,"['these|DET', 'round|NOUN', 'work|VERB', 'pretty|ADV', 'crap|NOUN', 'from|ADP', 'tweet|NOUN']","['round|NOUN', 'work|VERB', 'pretty|ADV', 'crap|NOUN', 'tweet|NOUN']"
131,167,You confused me in a good way.. Really Colin? I'm not confused now I realise you're a bargain bin cookbook chef... #MKR,none,confused good really colin confused realise bargain cookbook chef,"['confused|ADJ', 'good|NOUN', 'really|ADV', 'confuse|VERB', 'bargain|NOUN', 'cookbook|NOUN', 'chef|NOUN']","['confused|ADJ', 'good|NOUN', 'really|ADV', 'confuse|VERB', 'bargain|NOUN', 'cookbook|NOUN', 'chef|NOUN']"
132,168,#katieandnikki stop calling yourselves pretty and hot..you're not and saying it a million times doesn't make you either...STFU #MKR,sexism,stop calling yourselves pretty saying million times doesn make either stfu,"['stop|VERB', 'call|VERB', 'pretty|ADV', 'say|VERB', 'million|NUM', 'time|NOUN', 'doesn|NOUN', 'make|VERB', 'either|CCONJ', 'stfu|NOUN']","['stop|VERB', 'call|VERB', 'pretty|ADV', 'say|VERB', 'million|NUM', 'time|NOUN', 'make|VERB', 'either|CCONJ', 'stfu|NOUN']"
133,169,How can u be happy abt urselves still being in the competition purely coz u scored strategically n not coz u cooked well #katandandre #mkr,none,happy urselves still being competition purely scored strategically cooked well,"['happy|ADJ', 'urselve|NOUN', 'still|ADV', 'be|AUX', 'competition|NOUN', 'purely|ADV', 'score|VERB', 'strategically|ADV', 'cook|VERB', 'well|ADV']","['happy|ADJ', 'urselve|NOUN', 'still|ADV', 'competition|NOUN', 'purely|ADV', 'score|VERB', 'strategically|ADV', 'cook|VERB', 'well|ADV']"
